timestamp,server,component,value,anomalous,scaled_value,reconstruction_error,is_anomaly
2024-12-25 00:25:35,server_1,CPU,6.36,False,0.05173116089613035,0.0036583242218107387,True
2024-12-25 00:26:40,server_1,CPU,6.17,False,0.05018329938900203,0.003759859595271155,True
2024-12-25 00:27:00,server_1,CPU,4.28,False,0.034786150712830956,0.004875408919336401,True
2024-12-25 00:29:10,server_1,CPU,5.01,False,0.04073319755600814,0.004421295647729308,True
2024-12-25 00:29:56,server_1,CPU,7.03,False,0.05718940936863544,0.003315048541420664,True
2024-12-25 00:30:30,server_1,CPU,9.36,False,0.07617107942973522,0.0022906547098904906,True
2024-12-25 00:33:53,server_1,CPU,7.43,False,0.060448065173116086,0.0031208463265334375,True
2024-12-25 00:35:55,server_1,CPU,2.17,False,0.01759674134419552,0.0063628608770036925,True
2024-12-25 00:35:50,server_1,Disk,10.03,False,0.08162932790224031,0.0020415421802278573,True
2024-12-25 00:37:32,server_1,CPU,7.36,False,0.059877800407331976,0.00315426199318185,True
2024-12-25 00:38:26,server_1,CPU,8.38,False,0.06818737270875763,0.0026906385055584965,True
2024-12-25 00:39:05,server_1,CPU,3.09,False,0.025091649694501016,0.005681440649340156,True
2024-12-25 00:40:25,server_1,CPU,0.72,False,0.005784114052953156,0.007545275058283598,True
2024-12-25 00:41:08,server_1,CPU,8.14,False,0.06623217922606925,0.0027952811006117756,True
2024-12-25 00:42:01,server_1,CPU,4.42,False,0.035926680244399184,0.004785989073683211,True
2024-12-25 00:43:07,server_1,CPU,9.96,False,0.08105906313645621,0.0020666731070540854,True
2024-12-25 00:44:29,server_1,CPU,7.88,False,0.06411405295315682,0.002911704014909339,True
2024-12-25 00:46:59,server_1,CPU,5.33,False,0.043340122199592664,0.004231581074193342,True
2024-12-25 00:48:30,server_1,CPU,3.61,False,0.029327902240325863,0.005318983440057754,True
2024-12-25 00:49:10,server_1,CPU,3.12,False,0.025336048879837068,0.00566008921203931,True
2024-12-25 00:49:21,server_1,CPU,6.06,False,0.04928716904276985,0.0038195011335697524,True
2024-12-25 00:52:01,server_1,CPU,2.97,False,0.024114052953156825,0.005767383023423115,True
2024-12-25 00:52:27,server_1,CPU,0.81,False,0.006517311608961303,0.007467902837170812,True
2024-12-25 00:52:55,server_1,CPU,4.61,False,0.03747454175152749,0.004666410973078183,True
2024-12-25 00:53:34,server_1,CPU,0.35,False,0.002769857433808554,0.00786902970578488,True
2024-12-25 00:54:04,server_1,CPU,8.81,False,0.07169042769857434,0.002509801345725733,True
2024-12-25 00:55:32,server_1,CPU,9.63,False,0.07837067209775968,0.0021879467821015928,True
2024-12-25 00:56:21,server_1,CPU,5.23,False,0.04252545824847251,0.004290265057880844,True
2024-12-25 00:56:25,server_1,Disk,9.95,False,0.08097759674134418,0.002070278694858508,True
2024-12-25 00:57:01,server_1,CPU,7.37,False,0.05995926680244399,0.0031494740869942106,True
2024-12-25 00:58:38,server_1,CPU,4.79,False,0.03894093686354379,0.0045550081762396775,True
2024-12-25 00:58:54,server_1,CPU,8.51,False,0.06924643584521384,0.002635070828787172,True
2024-12-25 01:00:30,server_1,CPU,3.56,False,0.028920570264765782,0.005353135429332492,True
2024-12-25 01:00:56,server_1,CPU,6.91,False,0.05621181262729124,0.0033748587596394665,True
2024-12-25 01:02:31,server_1,CPU,0.8,False,0.006435845213849286,0.007476475334955783,True
2024-12-25 01:03:00,server_1,CPU,9.86,False,0.08024439918533603,0.0021029318960204967,True
2024-12-25 01:04:55,server_1,CPU,8.37,False,0.0681059063136456,0.002694942610599414,True
2024-12-25 01:05:57,server_1,CPU,9.69,False,0.07885947046843177,0.002165551346409709,True
2024-12-25 01:08:52,server_1,CPU,1.83,False,0.014826883910386965,0.006628009164913408,True
2024-12-25 01:09:04,server_1,Disk,9.44,False,0.07682281059063135,0.00225989300225947,True
2024-12-25 01:10:26,server_1,CPU,9.02,False,0.07340122199592668,0.002424534914939717,True
2024-12-25 01:12:04,server_1,CPU,5.48,False,0.044562118126272914,0.004144570875094186,True
2024-12-25 01:14:24,server_1,CPU,10.06,False,0.08187372708757637,0.0020308343850283057,True
2024-12-25 01:16:30,server_1,CPU,7.23,False,0.05881873727087576,0.0032169574054858427,True
2024-12-25 01:17:02,server_1,CPU,4.65,False,0.03780040733197556,0.004641498327667148,True
2024-12-25 01:17:33,server_1,CPU,1.28,False,0.010346232179226068,0.00707251211885629,True
2024-12-25 01:19:32,server_1,CPU,8.74,False,0.07112016293279022,0.0025386633091631105,True
2024-12-25 01:21:03,server_1,CPU,10.06,False,0.08187372708757637,0.0020308343850283057,True
2024-12-25 01:22:58,server_1,CPU,2.78,False,0.022566191446028512,0.0059052510667161355,True
2024-12-25 01:24:02,server_1,CPU,8.09,False,0.06582484725050916,0.002817421980239432,True
2024-12-25 01:25:04,server_1,CPU,1.8,False,0.014582484725050915,0.006651756670856791,True
2024-12-25 01:25:32,server_1,CPU,4.42,False,0.035926680244399184,0.004785989073683211,True
2024-12-25 01:26:00,server_1,CPU,4.33,False,0.03519348268839104,0.004843343658890082,True
2024-12-25 01:26:35,server_1,CPU,5.69,False,0.04627291242362525,0.004024803914510148,True
2024-12-25 01:26:50,server_1,CPU,5.85,False,0.04757637474541751,0.003935131417278436,True
2024-12-25 01:27:52,server_1,CPU,8.95,False,0.07283095723014256,0.00245273773770598,True
2024-12-25 01:30:35,server_1,CPU,10.02,False,0.0815478615071283,0.002045119049673587,True
2024-12-25 01:31:01,server_1,Disk,10.2,False,0.08301425661914459,0.001981362966250532,True
2024-12-25 01:34:26,server_1,CPU,3.32,False,0.02696537678207739,0.0055191318278191145,True
2024-12-25 01:35:23,server_1,CPU,10.26,False,0.0835030549898167,0.0019604100650055935,True
2024-12-25 01:36:21,server_1,CPU,7.38,False,0.060040733197556005,0.0031446898173879056,True
2024-12-25 01:37:22,server_1,CPU,8.23,False,0.0669653767820774,0.0027557278741293352,True
2024-12-25 01:43:29,server_1,CPU,9.56,False,0.07780040733197556,0.0022142711199193083,True
2024-12-25 01:44:05,server_1,CPU,9.05,False,0.07364562118126274,0.0024125154803225335,True
2024-12-25 01:43:51,server_1,Disk,9.12,False,0.07421588594704683,0.0023846277580220733,True
2024-12-25 01:44:36,server_1,CPU,9.82,False,0.07991853360488799,0.0021175552411670955,True
2024-12-25 01:45:55,server_1,CPU,5.65,False,0.045947046843177186,0.00404743321319044,True
2024-12-25 01:45:54,server_1,Disk,9.75,False,0.07934826883910387,0.0021433083713629903,True
2024-12-25 01:46:32,server_1,CPU,4.7,False,0.03820773930753564,0.004610481136038129,True
2024-12-25 01:47:05,server_1,CPU,8.14,False,0.06623217922606925,0.0027952811006117756,True
2024-12-25 01:48:23,server_1,CPU,9.92,False,0.08073319755600813,0.0020811251896059087,True
2024-12-25 01:48:58,server_1,CPU,4.39,False,0.03568228105906313,0.004805056227174546,True
2024-12-25 01:51:56,server_1,CPU,3.02,False,0.024521384928716902,0.005731468504635701,True
2024-12-25 01:54:27,server_1,CPU,7.79,False,0.06338085539714867,0.002952749162357442,True
2024-12-25 01:56:27,server_1,CPU,0.77,False,0.0061914460285132375,0.007502227495485946,True
2024-12-25 02:02:03,server_1,CPU,5.2,False,0.04228105906313646,0.004307975463485969,True
2024-12-25 02:03:10,server_1,CPU,5.56,False,0.04521384928716904,0.004098666222909348,True
2024-12-25 02:03:26,server_1,CPU,9.24,False,0.07519348268839103,0.0023373229757329564,True
2024-12-25 02:04:23,server_1,CPU,3.08,False,0.025010183299389,0.005688566352926339,True
2024-12-25 02:06:22,server_1,CPU,7.38,False,0.060040733197556005,0.0031446898173879056,True
2024-12-25 02:06:57,server_1,CPU,4.31,False,0.035030549898167,0.0048561558217280415,True
2024-12-25 02:09:39,server_1,CPU,7.42,False,0.06036659877800407,0.003125604100211455,True
2024-12-25 02:10:39,server_1,CPU,10.13,False,0.08244399185336049,0.0020059963947128014,True
2024-12-25 02:10:50,server_1,CPU,2.23,False,0.018085539714867618,0.0063168298955713145,True
2024-12-25 02:13:07,server_1,CPU,0.36,False,0.00285132382892057,0.007860157027504361,True
2024-12-25 02:14:07,server_1,CPU,6.89,False,0.0560488798370672,0.0033849005022407834,True
2024-12-25 02:15:06,server_1,CPU,5.98,False,0.04863543788187373,0.003863276574213608,True
2024-12-25 02:15:58,server_1,CPU,5.68,False,0.04619144602851323,0.004030452690336826,True
2024-12-25 02:16:28,server_1,CPU,9.29,False,0.0756008146639511,0.0023178024984782295,True
2024-12-25 02:20:40,server_1,CPU,3.61,False,0.029327902240325863,0.005318983440057754,True
2024-12-25 02:22:59,server_1,CPU,6.67,False,0.05425661914460285,0.0034966578858362267,True
2024-12-25 02:23:30,server_1,CPU,7.82,False,0.06362525458248472,0.0029390244864343188,True
2024-12-25 02:25:32,server_1,CPU,8.57,False,0.06973523421588594,0.0026096861063174405,True
2024-12-25 02:27:06,server_1,CPU,7.51,False,0.06109979633401221,0.0030829452097870637,True
2024-12-25 02:27:33,server_1,CPU,7.46,False,0.06069246435845213,0.0031065972404363826,True
2024-12-25 02:29:24,server_1,CPU,8.39,False,0.06826883910386965,0.002686333978691224,True
2024-12-25 02:33:31,server_1,CPU,10.11,False,0.08228105906313644,0.002013072020313286,True
2024-12-25 02:34:27,server_1,CPU,1.16,False,0.009368635437881872,0.007172087742129151,True
2024-12-25 02:36:09,server_1,CPU,8.68,False,0.07063136456211812,0.00256357884106951,True
2024-12-25 02:37:21,server_1,CPU,8.66,False,0.07046843177189409,0.0025719228953233206,True
2024-12-25 02:40:38,server_1,CPU,10.26,False,0.0835030549898167,0.0019604100650055935,True
2024-12-25 02:43:09,server_1,CPU,6.68,False,0.054338085539714864,0.0034915242600453127,True
2024-12-25 02:45:21,server_1,CPU,8.43,False,0.0685947046843177,0.0026691726567730127,True
2024-12-25 02:46:35,server_1,CPU,3.5,False,0.028431771894093686,0.005394317020231975,True
2024-12-25 02:46:57,server_1,CPU,7.15,False,0.05816700610997963,0.0032559541651063957,True
2024-12-25 02:48:56,server_1,CPU,6.78,False,0.055152749490835026,0.0034404749571926617,True
2024-12-25 02:50:28,server_1,CPU,8.33,False,0.06778004073319756,0.002712216709818891,True
2024-12-25 02:53:30,server_1,CPU,5.03,False,0.04089613034623218,0.004409274806646515,True
2024-12-25 02:54:28,server_1,CPU,9.65,False,0.07853360488798371,0.0021804641971776458,True
2024-12-25 02:54:55,server_1,Disk,9.8,False,0.07975560081466396,0.002124893469980719,True
2024-12-25 02:55:29,server_1,CPU,6.36,False,0.05173116089613035,0.0036583242218107387,True
2024-12-25 02:57:06,server_1,CPU,8.03,False,0.06533604887983706,0.0028441449478772613,True
2024-12-25 02:57:30,server_1,CPU,7.61,False,0.06191446028513238,0.003036015745232138,True
2024-12-25 02:58:01,server_1,CPU,3.84,False,0.031201629327902235,0.005163767798406248,True
2024-12-25 02:58:50,server_1,CPU,6.44,False,0.052382892057026474,0.003616129664710393,True
2024-12-25 02:59:59,server_1,CPU,9.35,False,0.07608961303462321,0.002294520522865152,True
2024-12-25 03:00:30,server_1,CPU,6.22,False,0.050590631364562114,0.0037329561854308807,True
2024-12-25 03:03:37,server_1,CPU,2.61,False,0.021181262729124236,0.006030471872561673,True
2024-12-25 03:04:55,server_1,CPU,6.14,False,0.04993890020366598,0.003776061194177106,True
2024-12-25 03:06:57,server_1,CPU,7.51,False,0.06109979633401221,0.0030829452097870637,True
2024-12-25 03:07:55,server_1,CPU,0.15,False,0.001140529531568228,0.00804785514353268,True
2024-12-25 03:10:00,server_1,CPU,9.72,False,0.07910386965376782,0.0021544120478609605,True
2024-12-25 03:10:20,server_1,CPU,1.88,False,0.015234215885947044,0.006588557015392165,True
2024-12-25 03:11:36,server_1,CPU,4.59,False,0.03731160896130346,0.004678906570235118,True
2024-12-25 03:11:50,server_1,CPU,4.03,False,0.03274949083503055,0.005037874208965474,True
2024-12-25 03:14:04,server_1,CPU,9.85,False,0.08016293279022402,0.002106579904531519,True
2024-12-25 03:14:39,server_1,CPU,8.42,False,0.06851323828920569,0.0026734557129255198,True
2024-12-25 03:14:56,server_1,CPU,0.63,False,0.005050916496945009,0.007623185239014877,True
2024-12-25 03:16:05,server_1,CPU,5.62,False,0.04570264765784114,0.00406446368076444,True
2024-12-25 03:18:59,server_1,CPU,6.39,False,0.051975560081466386,0.0036424602159382856,True
2024-12-25 03:21:02,server_1,CPU,0.41,False,0.0032586558044806514,0.007815906914817542,True
2024-12-25 03:22:04,server_1,CPU,5.43,False,0.044154786150712826,0.004173440793482539,True
2024-12-25 03:22:40,server_1,CPU,7.97,False,0.06484725050916497,0.0028710435531859083,True
2024-12-25 03:25:27,server_1,CPU,8.06,False,0.06558044806517312,0.0028307633367157586,True
2024-12-25 03:26:28,server_1,CPU,2.85,False,0.023136456211812626,0.0058542031303949055,True
2024-12-25 03:27:08,server_1,CPU,5.09,False,0.04138492871690427,0.004373338057568629,True
2024-12-25 03:27:28,server_1,CPU,9.76,False,0.07942973523421588,0.0021396190350577706,True
2024-12-25 03:28:23,server_1,CPU,9.43,False,0.07674134419551934,0.002263724273321992,True
2024-12-25 03:28:50,server_1,CPU,9.2,False,0.07486761710794296,0.0023530217134409095,True
2024-12-25 03:30:27,server_1,CPU,9.73,False,0.07918533604887984,0.0021507076348362235,True
2024-12-25 03:31:53,server_1,CPU,6.64,False,0.0540122199592668,0.0035120866891641673,True
2024-12-25 03:32:27,server_1,CPU,9.93,False,0.08081466395112015,0.00207750337302627,True
2024-12-25 03:33:06,server_1,CPU,8.03,False,0.06533604887983706,0.0028441449478772613,True
2024-12-25 03:33:51,server_1,CPU,5.53,False,0.044969450101832995,0.004115841309018591,True
2024-12-25 03:35:04,server_1,CPU,2.37,False,0.019226069246435846,0.006210286284204753,True
2024-12-25 03:36:07,server_1,CPU,8.47,False,0.06892057026476578,0.0026520839770168146,True
2024-12-25 03:37:03,server_1,CPU,8.45,False,0.06875763747454174,0.0026606183825765364,True
2024-12-25 03:37:58,server_1,CPU,7.71,False,0.06272912423625254,0.002989565164465625,True
2024-12-25 03:40:54,server_1,CPU,2.66,False,0.021588594704684317,0.005993461127827521,True
2024-12-25 03:41:25,server_1,CPU,8.81,False,0.07169042769857434,0.002509801345725733,True
2024-12-25 03:41:55,server_1,CPU,0.11,False,0.0008146639511201629,0.008083947075483855,True
2024-12-25 03:43:07,server_1,CPU,7.79,False,0.06338085539714867,0.002952749162357442,True
2024-12-25 03:43:32,server_1,CPU,0.78,False,0.006272912423625254,0.007493637662635369,True
2024-12-25 03:44:05,server_1,CPU,5.86,False,0.04765784114052953,0.00392957321465477,True
2024-12-25 03:45:27,server_1,CPU,1.41,False,0.011405295315682278,0.006965689245744316,True
2024-12-25 03:47:35,server_1,CPU,2.33,False,0.01890020366598778,0.006240604579571353,True
2024-12-25 03:48:08,server_1,CPU,5.62,False,0.04570264765784114,0.00406446368076444,True
2024-12-25 03:51:03,server_1,CPU,6.8,False,0.055315682281059056,0.0034303248724155523,True
2024-12-25 03:51:33,server_1,CPU,0.29,False,0.002281059063136456,0.007922394754006957,True
2024-12-25 03:51:55,server_1,CPU,5.65,False,0.045947046843177186,0.00404743321319044,True
2024-12-25 03:52:38,server_1,CPU,6.47,False,0.05262729124236252,0.0036003914867872256,True
2024-12-25 03:53:00,server_1,CPU,9.19,False,0.07478615071283094,0.002356954969635036,True
2024-12-25 03:54:01,server_1,CPU,3.78,False,0.03071283095723014,0.005203958922389595,True
2024-12-25 03:56:08,server_1,CPU,2.45,False,0.019877800407331978,0.006149952971563644,True
2024-12-25 03:57:36,server_1,CPU,9.16,False,0.0745417515274949,0.0023687896760393205,True
2024-12-25 04:01:51,server_1,CPU,9.41,False,0.07657841140529531,0.0022713958399401897,True
2024-12-25 04:04:33,server_1,CPU,2.54,False,0.020610997963340122,0.006082554077367539,True
2024-12-25 04:05:34,server_1,CPU,6.76,False,0.05498981670061099,0.003450641787132512,True
2024-12-25 04:06:53,server_1,CPU,4.28,False,0.034786150712830956,0.004875408919336401,True
2024-12-25 04:07:24,server_1,CPU,2.38,False,0.01930753564154786,0.00620272235320317,True
2024-12-25 04:08:40,server_1,CPU,1.72,False,0.013930753564154784,0.006715355685769259,True
2024-12-25 04:09:34,server_1,CPU,8.66,False,0.07046843177189409,0.0025719228953233206,True
2024-12-25 04:10:34,server_1,CPU,1.41,False,0.011405295315682278,0.006965689245744316,True
2024-12-25 04:11:22,server_1,CPU,3.76,False,0.030549898167006106,0.005217402785263314,True
2024-12-25 04:11:50,server_1,CPU,6.25,False,0.050835030549898165,0.0037168774043425234,True
2024-12-25 04:15:09,server_1,CPU,6.88,False,0.05596741344195519,0.0033899247985113563,True
2024-12-25 04:15:59,server_1,CPU,1.43,False,0.011568228105906311,0.006949352810175342,True
2024-12-25 04:18:57,server_1,Disk,8.13,False,0.06615071283095723,0.002799698031591124,True
2024-12-25 04:20:09,server_1,CPU,6.99,False,0.05686354378818737,0.00333490377896832,True
2024-12-25 04:21:29,server_1,CPU,8.08,False,0.06574338085539715,0.0028218642783251584,True
2024-12-25 04:21:57,server_1,CPU,5.82,False,0.047331975560081466,0.003951841771592104,True
2024-12-25 04:22:37,server_1,Disk,9.07,False,0.07380855397148676,0.0024045271541729184,True
2024-12-25 04:24:27,server_1,CPU,8.45,False,0.06875763747454174,0.0026606183825765364,True
2024-12-25 04:28:51,server_1,CPU,0.61,False,0.004887983706720977,0.007640569745214799,True
2024-12-25 04:31:08,server_1,CPU,0.13,False,0.0009775967413441955,0.008065891015865564,True
2024-12-25 04:32:07,server_1,CPU,6.65,False,0.05409368635437882,0.0035069382160159705,True
2024-12-25 04:32:56,server_1,CPU,5.34,False,0.04342158859470468,0.004225741683060206,True
2024-12-25 04:33:24,server_1,CPU,3.12,False,0.025336048879837068,0.00566008921203931,True
2024-12-25 04:34:53,server_1,CPU,1.52,False,0.012301425661914459,0.006876154655668409,True
2024-12-25 04:35:52,server_1,CPU,2.31,False,0.018737270875763747,0.00625579966213664,True
2024-12-25 04:36:55,server_1,CPU,4.02,False,0.03266802443991853,0.005044448864921288,True
2024-12-25 04:37:50,server_1,CPU,0.45,False,0.0035845213849287167,0.007780621469597599,True
2024-12-25 04:39:35,server_1,CPU,7.35,False,0.059796334012219954,0.0031590552110042336,True
2024-12-25 04:39:51,server_1,CPU,5.31,False,0.04317718940936863,0.0042432709812839035,True
2024-12-25 04:41:20,server_1,CPU,1.96,False,0.015885947046843176,0.006525769775417983,True
2024-12-25 04:42:31,server_1,CPU,0.42,False,0.003340122199592668,0.007807077411173933,True
2024-12-25 04:44:20,server_1,CPU,8.0,False,0.06509164969450101,0.002857572451410185,True
2024-12-25 04:45:25,server_1,CPU,10.12,False,0.08236252545824846,0.002009532650419731,True
2024-12-25 04:46:00,server_1,CPU,8.96,False,0.07291242362525459,0.002448698778281254,True
2024-12-25 04:48:36,server_1,CPU,7.71,False,0.06272912423625254,0.002989565164465625,True
2024-12-25 04:49:27,server_1,CPU,7.89,False,0.06419551934826884,0.002907168228584284,True
2024-12-25 04:49:54,server_1,CPU,6.27,False,0.050997963340122195,0.003706186567682525,True
2024-12-25 04:50:25,server_1,CPU,9.69,False,0.07885947046843177,0.002165551346409709,True
2024-12-25 04:51:27,server_1,CPU,5.93,False,0.04822810590631364,0.0038908064568354936,True
2024-12-25 04:52:02,server_1,CPU,8.46,False,0.06883910386965376,0.0026563494660707706,True
2024-12-25 04:53:09,server_1,CPU,2.95,False,0.02395112016293279,0.005781793835924785,True
2024-12-25 04:55:32,server_1,CPU,1.28,False,0.010346232179226068,0.00707251211885629,True
2024-12-25 04:57:34,server_1,CPU,4.72,False,0.03837067209775967,0.004598112671271033,True
2024-12-25 04:57:56,server_1,CPU,4.14,False,0.03364562118126273,0.004965946213776742,True
2024-12-25 05:00:00,server_1,CPU,5.4,False,0.04391038696537678,0.004190822802739772,True
2024-12-25 05:00:24,server_1,CPU,5.67,False,0.046109979633401216,0.004036105427387067,True
2024-12-25 05:01:36,server_1,CPU,6.89,False,0.0560488798370672,0.0033849005022407834,True
2024-12-25 05:02:59,server_1,CPU,8.66,False,0.07046843177189409,0.0025719228953233206,True
2024-12-25 05:03:58,server_1,CPU,1.57,False,0.012708757637474541,0.006835717113870642,True
2024-12-25 05:04:40,server_1,CPU,2.83,False,0.022973523421588593,0.005868753901122583,True
2024-12-25 05:04:56,server_1,CPU,9.28,False,0.07551934826883909,0.002321694732254831,True
2024-12-25 05:07:52,server_1,CPU,8.92,False,0.07258655804480652,0.0024648908612145766,True
2024-12-25 05:09:27,server_1,CPU,8.96,False,0.07291242362525459,0.002448698778281254,True
2024-12-25 05:09:52,server_1,CPU,7.1,False,0.05775967413441954,0.003280492533896246,True
2024-12-25 05:11:27,server_1,CPU,0.24,False,0.0018737270875763743,0.007967051269613357,True
2024-12-25 05:12:21,server_1,CPU,9.87,False,0.08032586558044805,0.0020992843179503708,True
2024-12-25 05:12:51,server_1,CPU,8.49,False,0.06908350305498981,0.0026435701766372804,True
